"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2022-08-01,0.289,2.631,NA
2022-08-01 00:01:00,0.285,2.609,NA
2022-08-01 00:02:00,0.31,2.592,NA
2022-08-01 00:03:00,0.327,2.576,NA
2022-08-01 00:04:00,0.333,2.544,NA
2022-08-01 00:05:00,0.315,2.501,NA
2022-08-01 00:06:00,0.295,2.446,NA
2022-08-01 00:07:00,0.3,2.421,NA
2022-08-01 00:08:00,0.323,2.428,NA
2022-08-01 00:09:00,0.352,2.452,NA
2022-08-01 00:10:00,0.35,2.476,NA
2022-08-01 00:11:00,0.36,2.535,NA
2022-08-01 00:12:00,0.379,2.594,NA
2022-08-01 00:13:00,0.414,2.646,NA
2022-08-01 00:14:00,0.441,2.696,NA
2022-08-01 00:15:00,0.47,2.752,NA
2022-08-01 00:16:00,0.538,2.781,NA
2022-08-01 00:17:00,0.55,2.794,NA
2022-08-01 00:18:00,0.535,2.809,NA
2022-08-01 00:19:00,0.519,2.808,NA
2022-08-01 00:20:00,0.487,2.788,NA
2022-08-01 00:21:00,0.443,2.738,NA
2022-08-01 00:22:00,0.402,2.696,NA
2022-08-01 00:23:00,0.371,2.671,NA
2022-08-01 00:24:00,0.322,2.638,NA
2022-08-01 00:25:00,0.266,2.629,NA
2022-08-01 00:26:00,0.251,2.615,NA
2022-08-01 00:27:00,0.243,2.595,NA
2022-08-01 00:28:00,0.237,2.582,NA
2022-08-01 00:29:00,0.239,2.564,NA
2022-08-01 00:30:00,0.287,2.589,NA
2022-08-01 00:31:00,0.344,2.606,NA
2022-08-01 00:32:00,0.348,2.614,NA
2022-08-01 00:33:00,0.31,2.597,NA
2022-08-01 00:34:00,0.302,2.594,NA
2022-08-01 00:35:00,0.308,2.631,NA
2022-08-01 00:36:00,0.301,2.666,NA
2022-08-01 00:37:00,0.313,2.702,NA
2022-08-01 00:38:00,0.322,2.741,NA
2022-08-01 00:39:00,0.321,2.765,NA
2022-08-01 00:40:00,0.346,2.769,NA
2022-08-01 00:41:00,0.341,2.793,NA
2022-08-01 00:42:00,0.346,2.832,NA
2022-08-01 00:43:00,0.35,2.877,NA
2022-08-01 00:44:00,0.353,2.932,NA
2022-08-01 00:45:00,0.383,2.976,NA
2022-08-01 00:46:00,0.413,3.014,NA
2022-08-01 00:47:00,0.391,3.036,NA
2022-08-01 00:48:00,0.369,3.099,NA
2022-08-01 00:49:00,0.377,3.162,NA
2022-08-01 00:50:00,0.396,3.2,NA
2022-08-01 00:51:00,0.445,3.243,NA
2022-08-01 00:52:00,0.49,3.263,NA
2022-08-01 00:53:00,0.484,3.242,NA
2022-08-01 00:54:00,0.468,3.195,NA
2022-08-01 00:55:00,0.403,3.1,NA
2022-08-01 00:56:00,0.362,3.007,NA
2022-08-01 00:57:00,0.308,2.915,NA
2022-08-01 00:58:00,0.275,2.789,NA
2022-08-01 00:59:00,0.243,2.648,NA
2022-08-01 01:00:00,0.193,2.495,NA
2022-08-01 01:01:00,0.181,2.372,NA
2022-08-01 01:02:00,0.174,2.268,NA
2022-08-01 01:03:00,0.147,2.112,NA
2022-08-01 01:04:00,0.146,1.967,NA
2022-08-01 01:05:00,0.153,1.799,NA
2022-08-01 01:06:00,0.159,1.678,NA
2022-08-01 01:07:00,0.181,1.595,NA
2022-08-01 01:08:00,0.206,1.567,NA
2022-08-01 01:09:00,0.218,1.458,NA
2022-08-01 01:10:00,0.196,1.289,NA
2022-08-01 01:11:00,0.204,1.219,NA
2022-08-01 01:12:00,0.231,1.179,NA
2022-08-01 01:13:00,0.257,1.184,NA
2022-08-01 01:14:00,0.262,1.138,NA
2022-08-01 01:15:00,0.25,1.065,NA
2022-08-01 01:16:00,0.214,0.951,NA
2022-08-01 01:17:00,0.178,0.854,NA
2022-08-01 01:18:00,0.188,0.833,NA
2022-08-01 01:19:00,0.206,0.833,NA
2022-08-01 01:20:00,0.189,0.799,NA
2022-08-01 01:21:00,0.172,0.751,NA
2022-08-01 01:22:00,0.159,0.744,NA
2022-08-01 01:23:00,0.138,0.679,NA
2022-08-01 01:24:00,0.139,0.655,NA
2022-08-01 01:25:00,0.125,0.59,NA
2022-08-01 01:26:00,0.119,0.539,NA
2022-08-01 01:27:00,0.108,0.479,NA
2022-08-01 01:28:00,0.105,0.442,NA
2022-08-01 01:29:00,0.103,0.386,NA
2022-08-01 01:30:00,0.086,0.324,NA
2022-08-01 01:31:00,0.084,0.259,NA
2022-08-01 01:32:00,0.081,0.22,NA
2022-08-01 01:33:00,0.082,0.179,NA
2022-08-01 01:34:00,0.08,0.148,NA
2022-08-01 01:35:00,0.077,0.131,NA
2022-08-01 01:36:00,0.066,0.104,NA
2022-08-01 01:37:00,0.079,0.118,NA
2022-08-01 01:38:00,0.102,0.147,NA
2022-08-01 01:39:00,0.105,0.147,NA
2022-08-01 01:40:00,0.108,0.169,NA
2022-08-01 01:41:00,0.106,0.186,NA
2022-08-01 01:42:00,0.101,0.193,NA
2022-08-01 01:43:00,0.097,0.206,NA
2022-08-01 01:44:00,0.107,0.231,NA
2022-08-01 01:45:00,0.107,0.254,NA
2022-08-01 01:46:00,0.087,0.26,NA
2022-08-01 01:47:00,0.071,0.28,NA
2022-08-01 01:48:00,0.073,0.303,NA
2022-08-01 01:49:00,0.093,0.348,NA
2022-08-01 01:50:00,0.097,0.374,NA
2022-08-01 01:51:00,0.103,0.401,NA
2022-08-01 01:52:00,0.111,0.452,NA
2022-08-01 01:53:00,0.108,0.512,NA
2022-08-01 01:54:00,0.11,0.563,NA
2022-08-01 01:55:00,0.116,0.631,NA
2022-08-01 01:56:00,0.118,0.689,NA
2022-08-01 01:57:00,0.108,0.75,NA
2022-08-01 01:58:00,0.091,0.816,NA
2022-08-01 01:59:00,0.11,0.888,NA
2022-08-01 02:00:00,0.125,1.007,NA
2022-08-01 02:01:00,0.177,1.181,NA
2022-08-01 02:02:00,0.198,1.258,NA
2022-08-01 02:03:00,0.219,1.309,NA
2022-08-01 02:04:00,0.233,1.343,NA
2022-08-01 02:05:00,0.258,1.397,NA
2022-08-01 02:06:00,0.301,1.454,NA
2022-08-01 02:07:00,0.314,1.46,NA
2022-08-01 02:08:00,0.351,1.496,NA
2022-08-01 02:09:00,0.385,1.483,NA
2022-08-01 02:10:00,0.375,1.451,NA
2022-08-01 02:11:00,0.371,1.455,NA
2022-08-01 02:12:00,0.376,1.489,NA
2022-08-01 02:13:00,0.41,1.552,NA
2022-08-01 02:14:00,0.418,1.587,NA
2022-08-01 02:15:00,0.443,1.668,NA
2022-08-01 02:16:00,0.453,1.719,NA
2022-08-01 02:17:00,0.434,1.735,NA
