"date (UTC+0)","Al_Concentration (ng/m3)","Al_Concentration Uncertainty (ng/m3)","Si_Concentration (ng/m3)","Si_Concentration Uncertainty (ng/m3)","P_Concentration (ng/m3)","P_Concentration Uncertainty (ng/m3)","S_Concentration (ng/m3)","S_Concentration Uncertainty (ng/m3)","Cl_Concentration (ng/m3)","Cl_Concentration Uncertainty (ng/m3)","K_Concentration (ng/m3)","K_Concentration Uncertainty (ng/m3)","Ca_Concentration (ng/m3)","Ca_Concentration Uncertainty (ng/m3)","Ti_Concentration (ng/m3)","Ti_Concentration Uncertainty (ng/m3)","V_Concentration (ng/m3)","V_Concentration Uncertainty (ng/m3)","Cr_Concentration (ng/m3)","Cr_Concentration Uncertainty (ng/m3)","Mn_Concentration (ng/m3)","Mn_Concentration Uncertainty (ng/m3)","Fe_Concentration (ng/m3)","Fe_Concentration Uncertainty (ng/m3)","Co_Concentration (ng/m3)","Co_Concentration Uncertainty (ng/m3)","Ni_Concentration (ng/m3)","Ni_Concentration Uncertainty (ng/m3)","Cu_Concentration (ng/m3)","Cu_Concentration Uncertainty (ng/m3)","Zn_Concentration (ng/m3)","Zn_Concentration Uncertainty (ng/m3)","Ga_Concentration (ng/m3)","Ga_Concentration Uncertainty (ng/m3)","Ge_Concentration (ng/m3)","Ge_Concentration Uncertainty (ng/m3)","As_Concentration (ng/m3)","As_Concentration Uncertainty (ng/m3)","Se_Concentration (ng/m3)","Se_Concentration Uncertainty (ng/m3)","Br_Concentration (ng/m3)","Br_Concentration Uncertainty (ng/m3)","Sr_Concentration (ng/m3)","Sr_Concentration Uncertainty (ng/m3)","Y_Concentration (ng/m3)","Y_Concentration Uncertainty (ng/m3)","Zr_Concentration (ng/m3)","Zr_Concentration Uncertainty (ng/m3)","Mo_Concentration (ng/m3)","Mo_Concentration Uncertainty (ng/m3)","Pd_Concentration (ng/m3)","Pd_Concentration Uncertainty (ng/m3)","Ag_Concentration (ng/m3)","Ag_Concentration Uncertainty (ng/m3)","Cd_Concentration (ng/m3)","Cd_Concentration Uncertainty (ng/m3)","In_Concentration (ng/m3)","In_Concentration Uncertainty (ng/m3)","Sn_Concentration (ng/m3)","Sn_Concentration Uncertainty (ng/m3)","Sb_Concentration (ng/m3)","Sb_Concentration Uncertainty (ng/m3)","Te_Concentration (ng/m3)","Te_Concentration Uncertainty (ng/m3)","Ba_Concentration (ng/m3)","Ba_Concentration Uncertainty (ng/m3)","La_Concentration (ng/m3)","La_Concentration Uncertainty (ng/m3)","Ce_Concentration (ng/m3)","Ce_Concentration Uncertainty (ng/m3)","Pt_Concentration (ng/m3)","Pt_Concentration Uncertainty (ng/m3)","Hg_Concentration (ng/m3)","Hg_Concentration Uncertainty (ng/m3)","Tl_Concentration (ng/m3)","Tl_Concentration Uncertainty (ng/m3)","Pb_Concentration (ng/m3)","Pb_Concentration Uncertainty (ng/m3)","Bi_Concentration (ng/m3)","Bi_Concentration Uncertainty (ng/m3)","PM size fraction"
2025-01-06 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-06 20:00:00,0,0,0,0,0,0,83.6593,14.0678,445.6665,32.3665,33.6657,4.2972,11.1975,2.3592,NA,0.9583,0,0,1.1251,0.6827,0,0,38.3559,2.9429,NA,0.563,NA,0.49,1.4105,0.4774,1.2833,0.4271,NA,0.3358,0,0,NA,0.3364,0,0,1.1514,0.5764,0,0,NA,1.8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,42.4939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-06 22:00:00,0,0,0,0,0,0,98.1904,14.7405,564.6525,39.9253,34.7858,4.3513,13.7154,2.4502,0,0,0,0,0.7201,0.668,0,0,28.3215,2.3072,NA,0.5504,NA,0.4782,1.558,0.4707,0.7844,0.3876,NA,0.333,0,0,NA,0.3257,0,0,1.2291,0.5738,NA,1.4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2.3285,0,0,0,0,NA,0.6875,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-06 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 02:00:00,NA,427.9911,0,0,0,0,122.8719,15.9413,1027.2054,69.5279,35.8241,4.4057,22.0084,2.8289,0,0,0.0091,0.0006,0.8199,0.6553,0,0,20.3757,1.8197,0,0,0,0,NA,0.4206,0.4612,0.3799,0,0,0,0,NA,0.3194,0,0,1.9392,0.5828,NA,1.3844,NA,1.7997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29.3452,NA,41.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 04:00:00,0,0,0,0,0,0,126.7895,16.0957,978.8638,66.4433,40.1176,4.6428,19.4596,2.7236,0,0,0,0,0.6977,0.6499,0,0,5.0598,0.9483,NA,0.5346,NA,0.4613,NA,0.4209,0.6507,0.3813,0,0,0,0,0,0,0,0,1.7165,0.5795,NA,1.3902,NA,1.7947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29.7275,NA,41.2845,0,0,0,0,NA,1.648,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 06:00:00,0,0,0,0,0,0,92.641,14.2472,715.0872,49.4979,52.7019,5.3031,20.9024,2.7695,0,0,0,0,0.7628,0.654,0,0,45.6899,3.4007,0,0,0,0,0.5863,0.4265,2.2855,0.4576,NA,0.3132,0,0,NA,0.3085,0,0,0.9351,0.5546,NA,1.3648,NA,1.7649,0,0,0,0,0,0,0,0,0,0,NA,17.5665,NA,23.6411,0,0,NA,40.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 08:00:00,0,0,0,0,0,0,79.8343,13.8625,662.7124,46.1593,39.0778,4.6112,16.8481,2.6247,NA,0.9944,0,0,0.9782,0.6834,NA,0.7623,100.9096,6.9402,0,0,NA,0.5033,3.9066,0.5967,2.2148,0.4766,0,0,0,0,NA,0.3256,0,0,0.6536,0.5602,NA,1.4072,NA,1.8283,NA,2.0323,0,0,0,0,NA,11.5175,0,0,0,0,0,0,0,0,0,0,NA,2.4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 10:00:00,0,0,0,0,0,0,100.681,14.5855,411.7383,30.1952,28.6723,3.9995,25.0634,3.021,NA,0.9979,0,0,0.8659,0.6897,NA,0.7677,89.5868,6.2183,0,0,0,0,2.2694,0.5156,11.882,1.0248,0,0,0,0,0.4193,0.341,0,0,0.9432,0.5709,0,0,NA,1.8328,NA,2.0371,0,0,0,0,NA,11.3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 12:00:00,0,0,0,0,0,0,114.7934,15.5266,210.0343,17.8455,40.7296,4.711,17.8171,2.6751,NA,0.9886,0,0,1.4145,0.7026,0,0,49.4279,3.6442,0,0,0,0,1.7692,0.4944,3.56,0.5367,0,0,0,0,0.5324,0.3502,0,0,0.9149,0.5805,NA,1.4412,NA,1.8652,0,0,0,0,0,0,NA,11.5539,NA,13.4142,0,0,0,0,NA,30.9113,NA,42.6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 14:00:00,NA,436.6392,0,0,0,0,71.7901,13.3211,374.1414,27.8289,26.7152,3.8983,15.5433,2.5418,0,0,0,0,0.6851,0.6735,0,0,37.9637,2.9169,0,0,0,0,1.7544,0.4946,4.0792,0.5669,0,0,0,0,0.0033,0.0002,NA,0.3792,NA,0.5677,0,0,NA,1.8465,0,0,0,0,0,0,NA,11.4788,0,0,0,0,0,0,NA,30.4746,0,0,NA,2.4808,0,0,0,0,0,0,0,0,0.0109,0.0007,0,0,0,0,"PM2.5"
2025-01-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 16:00:00,0,0,0,0,0,0,78.5774,13.7686,499.5391,35.7544,29.8276,4.0516,31.108,3.3029,1.0157,0.9879,0,0,1.3166,0.6877,NA,0.761,121.3344,8.2561,0,0,0,0,5.5602,0.6753,4.742,0.5965,0,0,0,0,NA,0.3224,0,0,1.2458,0.5661,NA,1.3868,NA,1.7941,0,0,NA,2.9954,0,0,0,0,0,0,0,0,NA,24.1017,0,0,0,0,NA,2.4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 18:00:00,0,0,0,0,0,0,60.437,13.2352,390.4325,28.9362,21.942,3.7245,17.7434,2.648,0,0,0,0,1.3854,0.7074,0,0,75.838,5.3352,0,0,0,0,2.0714,0.5077,2.2046,0.4645,0,0,0,0,NA,0.3309,0,0,0.7058,0.579,NA,1.429,NA,1.8679,0,0,0,0,0,0,NA,11.7876,0,0,0,0,0,0,0,0,0,0,NA,2.4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 20:00:00,0,0,0,0,0,0,89.9164,14.4731,291.9581,22.849,63.4031,5.9957,23.4233,2.9543,0,0,NA,0.7951,1.2216,0.6969,0,0,48.4343,3.5834,0,0,0,0,2.8557,0.5413,4.5364,0.5903,0,0,0,0,0.9825,0.3595,0,0,NA,0.5642,NA,1.4307,0,0,0,0,0,0,NA,8.5581,0,0,0,0,0,0,0,0,NA,30.2906,0,0,NA,2.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 22:00:00,NA,439.2138,0,0,0.3827,0.0247,71.0494,13.7675,258.5187,20.826,50.0389,5.2201,7.5026,2.2671,0,0,0,0,1.0905,0.6951,0,0,58.9767,4.2574,0,0,0.0045,0.0003,1.3331,0.4802,3.7492,0.5431,0,0,0,0,0.5357,0.3552,0,0,3.3785,0.6449,0,0,NA,1.8716,0,0,0,0,0,0,NA,11.5165,0,0,0,0,0,0,NA,31.2938,NA,42.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-07 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 02:00:00,0,0,0,0,0,0,102.1456,14.832,305.2658,23.6028,54.0831,5.3387,13.6485,2.3779,NA,0.922,0,0,0.8718,0.6573,0,0,19.86,1.784,0,0,0,0,0.8142,0.4296,2.9229,0.4929,0,0,0,0,0.3341,0.3284,0,0,1.1694,0.5607,NA,1.3616,NA,1.7722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-08 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 04:00:00,0,0,0,0,0,0,93.4991,14.4401,269.0193,21.3934,35.1191,4.3973,12.3646,2.4262,0,0,NA,0.7744,1.2106,0.6828,0,0,10.7837,1.2658,0,0,0.0006,0,0.7968,0.4556,1.3066,0.4287,0,0,0,0,0.3493,0.3364,0,0,1.1737,0.5816,NA,1.4345,NA,1.8648,0,0,0,0,0,0,NA,11.5559,NA,13.0268,0,0,0,0,NA,30.7491,NA,42.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-08 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 06:00:00,0,0,0,0,0,0,107.3024,15.0048,223.8036,18.5997,45.1927,4.8961,5.4621,2.124,0,0,0,0,0.8543,0.6606,0,0,38.5116,2.9513,0,0,0,0,5.4124,0.6704,1.3318,0.4278,0,0,0,0,0.5522,0.339,0,0,0.6989,0.5565,NA,1.3911,NA,1.8045,0,0,0,0,0,0,NA,11.3495,0,0,0,0,0,0,0,0,NA,41.2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 08:00:00,0,0,0,0,0,0,134.3626,16.4352,147.6553,14.208,45.199,4.9019,19.9004,2.7505,2.2088,1.0675,0,0,2.2613,0.7491,1.4724,0.8142,392.2256,25.7486,0,0,NA,0.4939,21.9918,1.6834,7.5169,0.7614,0,0,0,0,1.2035,0.3768,0,0,1.2439,0.5652,0,0,NA,1.8177,0,0,0,0,0,0,NA,11.3868,0,0,0,0,NA,24.2551,NA,30.3211,NA,41.5898,5.2119,2.6605,0,0,0,0,0,0,0,0,0.0127,0.0008,0,0,0,0,"PM2.5"
2025-01-08 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 10:00:00,0,0,NA,121.9337,0,0,208.2953,20.3968,215.6375,18.168,58.4621,5.7285,80.3028,6.2714,4.0051,1.1827,0,0,2.9295,0.7828,2.607,0.869,528.1081,34.5262,0,0,NA,0.522,18.0268,1.4371,12.3809,1.0586,0,0,0,0,4.235,0.5183,0,0,2.11,0.615,NA,1.4315,NA,1.8495,NA,2.0727,0,0,0,0,0,0,0,0,0,0,NA,24.9952,0,0,0,0,8.4221,2.8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PM2.5"
2025-01-08 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 12:00:00,NA,470.2625,0,0,0,0,424.734,33.9397,1029.0893,69.865,465.745,31.5702,228.831,15.7371,5.8186,1.3006,0,0,3.4846,0.8154,6.7119,1.0148,454.4203,29.7656,0,0,NA,0.5393,15.9039,1.3104,69.6992,4.7243,0,0,0,0,7.9641,0.7403,0,0,9.8361,0.9535,0,0,NA,1.8869,NA,2.1005,0,0,0,0,NA,11.7005,0,0,0,0,0,0,0,0,0,0,6.3465,2.9311,0,0,0,0,0,0,0,0,0,0,44.4635,3.2143,0,0,"PM2.5"
2025-01-08 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 14:00:00,0,0,NA,122.4509,0,0,323.626,27.4274,1130.8906,76.2897,162.3944,12.1553,92.3675,7.0609,5.9231,1.2256,0,0,1.9749,0.7476,6.1739,0.9761,286.1552,18.8975,0,0,NA,0.5266,12.3309,1.0849,73.748,4.9844,0,0,0,0,6.4697,0.6436,NA,0.4082,12.5463,1.0881,NA,1.4209,0,0,NA,2.055,0,0,0,0,0,0,0,0,0,0,0,0,NA,30.3891,0,0,3.0101,2.6671,0,0,0,0,0,0,0,0,0,0,14.1975,1.3439,0,0,"PM2.5"
2025-01-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 16:00:00,0,0,NA,121.3397,0,0,352.9123,29.2481,818.3309,56.251,201.9244,14.656,86.851,6.7255,5.351,1.2008,0,0,1.9956,0.7415,3.6672,0.8903,222.0979,14.7635,0,0,0.5872,0.5354,6.8321,0.7673,55.1135,3.7849,0,0,0,0,3.9311,0.511,NA,0.4168,14.423,1.198,0,0,NA,1.8575,NA,2.0745,0,0,0,0,NA,11.8259,0,0,NA,18.3365,NA,24.9946,NA,30.9236,NA,42.2321,NA,2.6415,0,0,0,0,0,0,0,0,0,0,13.1584,1.295,0,0,"PM2.5"
2025-01-08 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
