"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2021-05-01,"BAQS",4.25916267465894,3.53586677655118,1.50967243695131,6.59403307304861,0,1.31256666666667,1.26843333333333,1.18551666666667,1.1552,1.09123333333333,1.07826666666667,1.06773333333333,13.20634025,14.1832551166667,16.6253063833333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 01:00:00,"BAQS",4.22433176918391,3.53544450681855,1.04130663935453,6.19940716211252,0.00555429280906234,1.1253,1.0538,0.98315,0.959833333333333,0.9117,0.876633333333333,0.879316666666667,16.1710436,17.0953610333333,19.7723108833333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 02:00:00,"BAQS",4.47225438827572,3.63527960666189,1.15574256503552,7.29089118433631,0.026035189252288,1.04183333333333,0.960116666666667,0.893716666666667,0.868933333333333,0.830733333333333,0.7813,0.793783333333333,15.7201097,16.47984755,18.1210363333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 03:00:00,"BAQS",4.58925906940206,4.13239479552491,1.27729551143343,8.44822468698531,0,0.978733333333333,0.9036,0.8403,0.817916666666667,0.7854,0.73625,0.753616666666667,17.1198248333333,17.7706919,19.3919960166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 04:00:00,"BAQS",4.37332182803197,4.57317419165152,1.41189845435711,8.79427464805389,0.0107030317496368,0.876533333333333,0.830916666666667,0.781533333333333,0.76595,0.73995,0.69475,0.713216666666667,19.3314767666667,20.0073484833333,21.70869425,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 05:00:00,"BAQS",4.81090809321875,4.36805491711493,1.33556659721553,8.80384836688909,0.000574372742857793,0.922683333333333,0.899766666666667,0.85345,0.838916666666667,0.815366666666667,0.770583333333333,0.7926,20.5323153333333,21.2272882833333,22.9447847166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 06:00:00,"BAQS",4.58215901227284,3.85525708771266,1.31161526614108,7.30357893850631,0.00907533567043349,0.884566666666667,0.87725,0.835416666666667,0.825633333333333,0.803483333333333,0.7605,0.785366666666667,19.8514314166667,20.78099855,23.0251688666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 07:00:00,"BAQS",3.82202345999699,3.48637398951089,1.44557199189182,6.45816577196461,0,0.660333333333333,0.704566666666667,0.672516666666667,0.664133333333333,0.632766666666667,0.634616666666667,0.638216666666667,17.3488780166667,18.54323415,21.5593091666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 08:00:00,"BAQS",2.98246061505295,2.69454588691712,1.12639743485879,5.06560856355097,0,0.696633333333333,0.72015,0.686916666666667,0.679366666666667,0.63575,0.665133333333333,0.657283333333333,15.6980428833333,17.06865665,19.9943556833333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 09:00:00,"BAQS",3.0173686446422,2.55727492901106,1.09675071615762,3.84764639174299,0,0.699666666666667,0.716716666666667,0.684533333333333,0.675116666666667,0.6287,0.658433333333333,0.649366666666667,12.0613093666667,13.5718657,16.68779885,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 10:00:00,"BAQS",2.62826881981417,1.51371234195246,1.02369773245345,2.13971143983332,0,0.386593220338983,0.39364406779661,0.374525423728814,0.368898305084746,0.338508474576271,0.354220338983051,0.359877192982456,10.8786916833333,12.5092806,16.0831862,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 11:00:00,"BAQS",2.61508669337104,1.70977451478015,1.20699567690983,1.97102576073977,0,0.412616666666667,0.408633333333333,0.390333333333333,0.3843,0.357916666666667,0.363066666666667,0.36165,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2021-05-01 12:00:00,"BAQS",2.96096189541764,1.57546837115632,1.32895710617616,2.04021486818407,0.00750633837132519,0.51455,0.519,0.4973,0.489533333333333,0.459966666666667,0.459683333333333,0.462183333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2021-05-01 13:00:00,"BAQS",1.91995493677112,1.06351944838557,1.10546835002587,1.28058732080661,0,0.282280701754386,0.260152542372881,0.244677966101695,0.239,0.223220338983051,0.234381818181818,0.235254545454545,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2021-05-01 14:00:00,"BAQS",3.03295518117176,1.46764265301833,1.1297323430785,1.8655599689826,0,0.489766666666667,0.480416666666667,0.454683333333333,0.443666666666667,0.4141,0.40635,0.4087,4.80721575,5.46142638333333,7.07022898333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-05-01 15:00:00,"BAQS",2.5747960433784,1.65772358156068,1.3426256333906,1.91499085218869,0,0.377633333333333,0.36075,0.3389,0.330616666666667,0.307616666666667,0.299,0.307559322033898,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2021-05-01 16:00:00,"BAQS",2.70022191712408,1.72477553704656,1.51943596935677,1.51416430113678,0,0.413966666666667,0.374016666666667,0.348666666666667,0.335383333333333,0.310683333333333,0.30515,0.313,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2021-05-01 17:00:00,"BAQS",3.07472906432066,1.50936121909817,1.38088490368664,1.60892579315955,0,0.523483333333333,0.499983333333333,0.471016666666667,0.457833333333333,0.426716666666667,0.419966666666667,0.4234,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2021-05-01 18:00:00,"BAQS",2.9967172555769,1.47734451109171,1.37698570004044,1.65184515701831,0,0.5557,0.535766666666667,0.503833333333333,0.490616666666667,0.45625,0.453533333333333,0.453833333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2021-05-01 19:00:00,"BAQS",2.68693878133159,1.50847073480442,1.27459602970509,1.7000036096088,0.0202741771328728,0.448366666666667,0.4374,0.413266666666667,0.4022,0.372783333333333,0.371583333333333,0.371583333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2021-05-01 20:00:00,"BAQS",3.73690472905268,1.77690168419712,1.25735894861871,2.20604040922562,0.0225929325243057,0.982066666666667,0.907583333333333,0.850166666666667,0.82525,0.764433333333333,0.760716666666667,0.76125,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
