"Date_UTC","RH....","Temperature..C.","Station.Level.Pressure..hPa.","MSLP..hPa.","u","v","w","speed","direction"
2022-11-01,97.7302576833333,12.98600015,979.2969361,996.641307183182,1.95659821171041,-0.393805595615806,-0.163004326507067,2.10414133256418,189.275476204211
2022-11-01 01:00:00,96.3147446333333,12.23193965,979.152249083333,996.540283687526,2.82024718777041,-0.777665993654456,-0.295825209114508,3.08073492933372,194.764973752524
2022-11-01 02:00:00,94.893735,11.7335897,979.352561533333,996.774833376707,2.46887172095705,-1.31972355145575,-0.290291726722398,3.00733208417411,210.220986451427
2022-11-01 03:00:00,96.2030997,11.6350886333333,980.222072333333,997.665896720388,1.58325828769098,-1.70472960507351,-0.188550302680888,2.61394695877775,226.936997405592
2022-11-01 04:00:00,95.9971647,11.5663313666667,981.811814366667,999.288219442915,1.78288047235023,-2.04675489631336,-0.144290034562212,3.10775374423963,230.78827764977
2022-11-01 05:00:00,89.0835492666667,10.2213414666667,983.829213433333,1001.42536364895,1.83045850144092,-1.42062190201729,-0.207547262247839,2.61718703170029,220.434839481268
2022-11-01 06:00:00,88.2895771833333,10.2099181166667,984.705133066667,1002.31765552153,2.14028666090464,-0.589628925381734,-0.173628925381734,2.36556266205704,192.676157591472
2022-11-01 07:00:00,90.678123,10.7055329666667,984.678817683333,1002.25986928918,3.25787164695702,-1.24144274588982,-0.39530256706086,3.68853100663398,199.646052494952
2022-11-01 08:00:00,93.55338705,11.5528305833333,985.102336583333,1002.6381199342,4.0835410781205,-1.66830095128279,-0.49115883539925,4.60841481695013,202.698064283655
2022-11-01 09:00:00,90.6843325333333,11.7651176,985.950093666667,1003.48777305399,3.17769310643207,-1.73623420824921,-0.433954715892703,3.87733198730891,211.738594750505
2022-11-01 10:00:00,88.7199264333333,11.6694353333333,986.758245866667,1004.31625780302,2.15078783511098,-1.53766791582589,-0.22317930239262,2.93221994811185,217.792895647161
2022-11-01 11:00:00,88.1006876,11.091832,987.445969666667,1005.05229207865,2.26180023061401,-0.819011818968002,-0.251290861919862,2.57617267223984,199.54158979533
2022-11-01 12:00:00,93.060767,10.4556880833333,987.45375875,1005.10000942065,2.2461130008648,-0.387910925338714,-0.264571346209282,2.40410233496685,187.908148457769
2022-11-01 13:00:00,92.8786085666667,10.3897781833333,986.92788185,1004.56889038042,3.0601317382531,-0.735980974344191,-0.357626693571634,3.32625194580571,192.759744018449
2022-11-01 14:00:00,88.4677168666667,11.4798833333333,986.616988083333,1004.18427550074,2.49254671280277,-0.952053921568627,-0.210197520184544,2.87799625144175,202.806344290657
2022-11-01 15:00:00,91.5944368,10.2552233333333,986.622254416667,1004.26631139366,3.03434246180455,-1.5007010665898,-0.292136062265783,3.60590198904583,207.847660709138
2022-11-01 16:00:00,90.0840134333333,9.89107153333333,986.577612333333,1004.24368145386,3.92479907754396,-1.85009224560392,-0.496452868261747,4.5440187373883,205.750484865956
2022-11-01 17:00:00,88.7032272333333,9.41762126666667,986.692319633333,1004.39032558476,2.57040023068051,-0.766527393310265,-0.258533160322953,2.87084602076125,195.385357554787
2022-11-01 18:00:00,89.9008763666667,8.90754001666667,987.231229583333,1004.97119593052,3.14264370135486,-1.15975699048717,-0.342074373018161,3.56702565580859,197.430808302104
2022-11-01 19:00:00,90.3415915,8.6760228,987.741762316667,1005.50563122303,2.77422404844291,-0.95597491349481,-0.298491061130334,3.11003979238754,198.041024221453
2022-11-01 20:00:00,91.8936589333333,8.3968502,987.786627266667,1005.5690588467,3.12041926182238,-1.06591032295271,-0.347086793540946,3.49789994232987,198.045480103806
2022-11-01 21:00:00,93.1452741,8.42890976666667,988.134615066667,1005.9212666213,2.87077249134948,-1.23346078431373,-0.286631199538639,3.33885755478662,203.979156862745
2022-11-01 22:00:00,93.0454439,8.4726935,989.009155266667,1006.80875503022,2.07954786620531,-1.36984515570934,-0.203731833910035,2.70629671280277,215.558785467128
2022-11-01 23:00:00,93.5746151,8.32131483333333,990.1872701,1008.01774571065,1.5289671375036,-1.57668059959643,-0.140315941193427,2.44347794753531,228.874223119054
2022-11-02,92.7119071333333,8.37622103333333,991.544871033333,1009.39628204504,0.766277313346786,-1.17604352839435,0.0656243874315365,1.69309801095417,237.938782069761
2022-11-02 01:00:00,92.1587493,7.9216022,992.983518433333,1010.89000354235,1.40864811075858,-1.52779751946928,-0.136158061724834,2.29246466685896,229.624770983559
2022-11-02 02:00:00,89.8973661,7.92938806666667,994.2321391,1012.16063761774,1.42661613832853,-1.28091642651297,-0.0774348703170029,2.09598386167147,223.992804899135
2022-11-02 03:00:00,90.49920205,7.57559615,995.01213275,1012.97751835557,1.24014639769452,-1.14439942363112,-0.0328608069164265,1.86346945244957,224.770205475504
2022-11-02 04:00:00,87.36375995,7.36867478333333,995.535935533333,1013.52414964076,1.7267469740634,-0.98746916426513,-0.125144668587896,2.15902968299712,212.62567204611
2022-11-02 05:00:00,85.0191674833333,7.37261655,996.273350033333,1014.2746386231,2.10554178674352,-1.11169884726225,-0.15858818443804,2.53253314121037,210.859913544669
2022-11-02 06:00:00,84.9692330833333,7.53545696666667,996.285032166667,1014.27601032078,2.71428114186851,-0.689049307958478,-0.29896770472895,2.92800346020761,193.685468569781
2022-11-02 07:00:00,88.5329984,7.8238321,996.1840738,1014.15459464644,2.5752409221902,-0.619354755043228,-0.296978962536023,2.78544985590778,192.449882708934
2022-11-02 08:00:00,89.1727906833333,8.5189116,996.33972355,1014.26829369794,3.20505595615806,-0.681699740409576,-0.375444476492645,3.44749783674647,190.061130948947
2022-11-02 09:00:00,86.6240046,9.30462935,996.11310025,1013.98730047282,3.62407670126874,-0.732711937716263,-0.399563148788927,3.88007612456747,189.901923587082
2022-11-02 10:00:00,82.7467913833333,10.7701311833333,995.335391333333,1013.10265024146,3.63445357554787,-0.883797577854671,-0.383996828143022,3.98525807381776,191.145757497117
2022-11-02 11:00:00,80.8335590666667,11.6250749166667,993.9388733,1011.62744927032,4.63025295303947,-1.0708251224431,-0.519919331604725,5.01795332757131,189.512566983578
2022-11-02 12:00:00,74.05352365,12.8153388833333,992.55654295,1010.14635171721,5.31986714697406,-1.35399077809798,-0.554528818443804,5.74486887608069,192.681516426513
2022-11-02 13:00:00,73.05512265,13.3521072,991.2335114,1008.76665110876,5.20028390440541,-1.20299481716096,-0.557488338612151,5.60558335732796,190.840988770515
2022-11-02 14:00:00,73.3763609333333,13.4821326333333,989.9999918,1007.50329405991,5.47508044982699,-1.07033881199539,-0.586467416378316,5.84109256055363,189.261470299885
2022-11-02 15:00:00,74.9547278666667,13.4301224666667,988.883701466667,1006.37046902768,5.60320357554787,-1.47576124567474,-0.617235005767013,6.05204440599769,194.130927912341
2022-11-02 16:00:00,84.9695451,12.2410020666667,988.0608968,1005.60662117896,4.25807774258566,-0.690265188597754,-0.345109703426432,4.52400403109703,186.988602073136
2022-11-02 17:00:00,93.1285006,11.74998675,987.217025833333,1004.77818913223,4.82008923431203,-1.1180118019574,-0.488358664363846,5.21554231433506,190.711163212435
2022-11-02 18:00:00,94.2731635,12.1604056,986.78753865,1004.3155815977,4.37786413356362,-0.983006620610248,-0.371345423143351,4.7474985607369,189.576094415659
2022-11-02 19:00:00,95.0266208666667,12.2408133,985.955126883333,1003.4634062226,4.35414696577509,-1.48558412424504,-0.190104112740869,4.96582973828013,196.915955708944
