"Date_UTC","RH....","Temperature..C.","Station.Level.Pressure..hPa.","MSLP..hPa.","u","v","w","speed","direction"
2020-12-01,87.6790829833333,4.56497166666667,1007.2731354,1025.65884779493,-0.393595781566021,-0.277670037561398,0.0454325339497255,0.933501300202254,214.33578445536
2020-12-01 01:00:00,89.1839484166667,4.0282557,1007.63026938333,1026.05842916307,-0.581029428736295,-0.549635025966532,0.00638055395268321,1.0572512983266,256.770341315638
2020-12-01 02:00:00,89.1015151333333,3.8928927,1007.91162516667,1026.35401695749,-0.468700144300144,-0.548370562770563,0.0858487734487735,1.04932525252525,248.370913131313
2020-12-01 03:00:00,87.0700361,3.77299296666667,1008.1978068,1026.65349581797,-0.608086027713626,-0.484543591224018,0.0367667436489607,1.07138394919169,247.663728637413
2020-12-01 04:00:00,86.1509619,3.65402011666667,1008.39080198333,1026.85802960694,-0.611413564213564,-0.598599422799423,0.0353053391053391,1.16757056277056,252.542168542569
2020-12-01 05:00:00,86.2466354333333,3.52155671666667,1008.72710776667,1027.20942172978,-0.540891806116561,-0.374293710328909,0.000585689555683785,1.06210328909406,219.812057414887
2020-12-01 06:00:00,87.2541692333333,3.14129811666667,1009.24564625,1027.76314500651,-0.401765656565657,-0.472565945165945,-0.00776219336219336,0.862336219336219,246.61083953824
2020-12-01 07:00:00,89.6430228,2.74524416666667,1009.66003118333,1028.21196923798,-0.4015,-0.537641166281755,-0.0573856812933025,0.883300808314088,259.794794457275
2020-12-01 08:00:00,89.7281750666667,2.69588866666667,1010.14720761667,1028.7114456667,-0.378212864147678,-0.361698009806749,-0.0650891260455725,0.809782809345255,230.552886645515
2020-12-01 09:00:00,87.2610965,3.28800746666667,1010.47526453333,1029.00539838299,-0.544437968840162,-0.534907386035776,-0.0249702827466821,0.953234852856318,262.678169936526
2020-12-01 10:00:00,83.0101463666667,4.26962231666667,1010.71131876667,1029.17962932702,-0.692099509662532,-0.319042688203057,-0.0358142486299394,1.0446492644938,224.194847418517
2020-12-01 11:00:00,78.0156217166667,5.23819418333333,1010.55379031667,1028.95437925541,-0.713866166714739,-0.125456879146236,0.0580735506201327,1.13739428901067,190.645898182867
2020-12-01 12:00:00,72.4663491833333,6.52540285,1010.23215031667,1028.54146634572,-0.750920126874279,-0.00297231833910035,0.0226686851211073,1.04740311418685,178.604373990773
2020-12-01 13:00:00,69.9782002333333,7.03102103333333,1009.9052043,1028.17525748743,-1.02288924141909,0.229729737525238,-0.00744851456590712,1.21166685895587,137.681764638016
2020-12-01 14:00:00,72.0651795254237,6.55032528813559,1009.88988332203,1028.19135421875,-0.576168782458165,-0.0996407963069821,-0.017398730525101,0.869829197922677,192.230300923254
2020-12-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
