"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2021-04-01,0.185,5.952,NA
2021-04-01 00:01:00,0.174,5.853,NA
2021-04-01 00:02:00,0.164,5.753,NA
2021-04-01 00:03:00,0.155,5.646,NA
2021-04-01 00:04:00,0.146,5.536,NA
2021-04-01 00:05:00,0.153,5.455,NA
2021-04-01 00:06:00,0.165,5.332,NA
2021-04-01 00:07:00,0.162,5.175,NA
2021-04-01 00:08:00,0.161,5.095,NA
2021-04-01 00:09:00,0.157,5.014,NA
2021-04-01 00:10:00,0.162,4.968,NA
2021-04-01 00:11:00,0.18,4.919,NA
2021-04-01 00:12:00,0.2,4.858,NA
2021-04-01 00:13:00,0.202,4.781,NA
2021-04-01 00:14:00,0.192,4.672,NA
2021-04-01 00:15:00,0.18,4.623,NA
2021-04-01 00:16:00,0.182,4.57,NA
2021-04-01 00:17:00,0.193,4.512,NA
2021-04-01 00:18:00,0.187,4.4,NA
2021-04-01 00:19:00,0.187,4.305,NA
2021-04-01 00:20:00,0.178,4.216,NA
2021-04-01 00:21:00,0.176,4.12,NA
2021-04-01 00:22:00,0.189,4.053,NA
2021-04-01 00:23:00,0.184,3.963,NA
2021-04-01 00:24:00,0.188,3.865,NA
2021-04-01 00:25:00,0.184,3.727,NA
2021-04-01 00:26:00,0.19,3.613,NA
2021-04-01 00:27:00,0.202,3.526,NA
2021-04-01 00:28:00,0.185,3.416,NA
2021-04-01 00:29:00,0.171,3.326,NA
2021-04-01 00:30:00,0.168,3.238,NA
2021-04-01 00:31:00,0.16,3.123,NA
2021-04-01 00:32:00,0.172,3.006,NA
2021-04-01 00:33:00,0.173,2.917,NA
2021-04-01 00:34:00,0.168,2.825,NA
2021-04-01 00:35:00,0.177,2.725,NA
2021-04-01 00:36:00,0.179,2.693,NA
2021-04-01 00:37:00,0.195,2.766,NA
2021-04-01 00:38:00,0.208,2.814,NA
2021-04-01 00:39:00,0.223,2.836,NA
2021-04-01 00:40:00,0.225,2.863,NA
2021-04-01 00:41:00,0.223,2.904,NA
2021-04-01 00:42:00,0.237,2.93,NA
2021-04-01 00:43:00,0.233,3.01,NA
2021-04-01 00:44:00,0.225,3.177,NA
2021-04-01 00:45:00,0.23,3.288,NA
2021-04-01 00:46:00,0.229,3.356,NA
2021-04-01 00:47:00,0.218,3.465,NA
2021-04-01 00:48:00,0.215,3.618,NA
2021-04-01 00:49:00,0.206,3.803,NA
2021-04-01 00:50:00,0.207,4.008,NA
2021-04-01 00:51:00,0.197,4.188,NA
2021-04-01 00:52:00,0.206,4.26,NA
2021-04-01 00:53:00,0.21,4.276,NA
2021-04-01 00:54:00,0.202,4.277,NA
2021-04-01 00:55:00,0.205,4.281,NA
2021-04-01 00:56:00,0.208,4.302,NA
2021-04-01 00:57:00,0.211,4.324,NA
2021-04-01 00:58:00,0.209,4.267,NA
2021-04-01 00:59:00,0.214,4.222,NA
2021-04-01 01:00:00,0.214,4.211,NA
2021-04-01 01:01:00,0.199,4.202,NA
2021-04-01 01:02:00,0.194,4.182,NA
2021-04-01 01:03:00,0.197,4.204,NA
