"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2021-11-01,0.54425,-2.72281666666667,NA
2021-11-01 01:00:00,0.462583333333333,-3.10496666666667,NA
2021-11-01 02:00:00,0.490266666666667,-3.03968333333333,NA
2021-11-01 03:00:00,0.489016666666667,-2.85381666666667,NA
2021-11-01 04:00:00,0.44555,-2.69868333333333,NA
2021-11-01 05:00:00,0.491366666666667,-1.94225,NA
2021-11-01 06:00:00,1.18803333333333,0.438883333333333,NA
2021-11-01 07:00:00,1.18318333333333,1.56533333333333,NA
2021-11-01 08:00:00,2.98636666666667,6.06168333333333,NA
2021-11-01 09:00:00,2.35736666666667,3.11676666666667,NA
2021-11-01 10:00:00,2.20295,2.77228333333333,NA
2021-11-01 11:00:00,2.00245,2.39706666666667,NA
2021-11-01 12:00:00,1.06908333333333,-0.395816666666667,NA
2021-11-01 13:00:00,1.57985,19.436,"E: Erroneous Data"
2021-11-01 14:00:00,1.1403,1.16651666666667,NA
2021-11-01 15:00:00,2.10371666666667,5.91243333333333,NA
2021-11-01 16:00:00,2.95823333333333,13.62755,NA
2021-11-01 17:00:00,3.2957,16.0296833333333,NA
2021-11-01 18:00:00,3.3169,18.4508666666667,NA
2021-11-01 19:00:00,7.10096666666667,21.1359833333333,NA
2021-11-01 20:00:00,2.22508333333333,11.8166833333333,NA
2021-11-01 21:00:00,3.68671666666667,15.08335,NA
2021-11-01 22:00:00,1.42568333333333,10.6768333333333,NA
2021-11-01 23:00:00,0.87735,7.5993,NA
2021-11-02,0.707033333333333,5.4243,NA
2021-11-02 01:00:00,0.55445,2.86321666666667,NA
2021-11-02 02:00:00,1.00136666666667,3.47381666666667,NA
2021-11-02 03:00:00,1.40176666666667,5.94858333333333,NA
2021-11-02 04:00:00,0.688516666666667,2.05636666666667,NA
2021-11-02 05:00:00,0.971866666666667,2.88858333333333,NA
2021-11-02 06:00:00,1.79126666666667,6.50966666666667,NA
2021-11-02 07:00:00,10.0930333333333,22.57285,NA
2021-11-02 08:00:00,19.5835166666667,35.8761166666667,NA
2021-11-02 09:00:00,10.3233,20.8434,NA
2021-11-02 10:00:00,2.64021666666667,5.5609,NA
2021-11-02 11:00:00,1.96463333333333,3.19295,NA
2021-11-02 12:00:00,1.51506666666667,1.14075,NA
2021-11-02 13:00:00,1.54415,1.7236,NA
2021-11-02 14:00:00,0.999816666666667,1.29578333333333,NA
2021-11-02 15:00:00,4.8694,11.9302833333333,NA
2021-11-02 16:00:00,16.7660666666667,35.3911166666667,NA
2021-11-02 17:00:00,13.0850833333333,30.3100333333333,NA
2021-11-02 18:00:00,1.3117,15.6592333333333,NA
2021-11-02 19:00:00,31.6522333333333,53.29785,NA
2021-11-02 20:00:00,41.82135,63.6622833333333,NA
2021-11-02 21:00:00,9.49635,23.6277833333333,NA
2021-11-02 22:00:00,16.2755666666667,31.1388166666667,NA
2021-11-02 23:00:00,29.41245,39.4109,NA
2021-11-03,2.11521666666667,7.026,NA
2021-11-03 01:00:00,9.34335,16.68395,NA
2021-11-03 02:00:00,1.67226666666667,7.83125,NA
2021-11-03 03:00:00,2.05663333333333,5.4813,NA
2021-11-03 04:00:00,0.608333333333333,3.49161666666667,NA
2021-11-03 05:00:00,1.5428,6.46606666666667,NA
2021-11-03 06:00:00,0.863616666666667,7.27688333333333,NA
2021-11-03 07:00:00,4.9142,17.9827833333333,NA
2021-11-03 08:00:00,15.57785,30.3392666666667,NA
2021-11-03 09:00:00,13.8345333333333,27.7994166666667,NA
2021-11-03 10:00:00,5.7481,17.60285,NA
2021-11-03 11:00:00,7.55803333333333,18.8217833333333,NA
2021-11-03 12:00:00,8.33851666666667,18.8781666666667,NA
2021-11-03 13:00:00,5.45675,12.4617,NA
2021-11-03 14:00:00,3.31645,12.5318833333333,NA
2021-11-03 15:00:00,2.9164,15.9395166666667,NA
2021-11-03 16:00:00,1.18633333333333,12.8765666666667,NA
2021-11-03 17:00:00,1.53116666666667,16.7437166666667,NA
2021-11-03 18:00:00,1.33881666666667,16.2206833333333,NA
2021-11-03 19:00:00,1.2431,11.6533333333333,NA
2021-11-03 20:00:00,0.4377,4.42023333333333,NA
2021-11-03 21:00:00,0.377216666666667,7.22973333333333,NA
2021-11-03 22:00:00,0.383266666666667,6.21635,NA
2021-11-03 23:00:00,0.303033333333333,6.22383333333333,NA
2021-11-04,0.19865,3.27745,NA
2021-11-04 01:00:00,0.210616666666667,1.6646,NA
2021-11-04 02:00:00,0.2674,1.29208333333333,NA
2021-11-04 03:00:00,0.48225,1.54645,NA
2021-11-04 04:00:00,0.37315,0.567816666666667,NA
2021-11-04 05:00:00,0.284833333333333,1.07298333333333,NA
2021-11-04 06:00:00,0.396366666666667,2.65538333333333,NA
2021-11-04 07:00:00,0.915816666666667,6.92025,NA
2021-11-04 08:00:00,2.88221666666667,10.2281666666667,NA
2021-11-04 09:00:00,2.16576666666667,6.9364,NA
2021-11-04 10:00:00,2.01981666666667,4.70576666666667,NA
2021-11-04 11:00:00,2.21926666666667,4.62981666666667,NA
2021-11-04 12:00:00,2.44836666666667,4.93783333333333,NA
